,content
167,"주 제 : 프론트엔드 1분목표 : 1:1 개인프로젝트 완성모집 마감 : 1월 4일주제 : 인프런과 같은 스터디 프로젝트 ( 인프런이랑 거의 비슷하지만 기능 약간 추가한 정도 입니다!)대략적인 디자인은 있는 상태여서 바로 프론트엔드 프로젝트 진행해도 될 것같습니다! 개인 프로젝트 진행을 하고 싶어 모집합니다!프론트엔드 분 1명docker와 github 이용해서 프론트엔드와 작업해보고 싶습니다!docker사용 JWT 프로젝트가 없어서 이번 기회에 공부하면서 프론트엔드와 작업하고 싶습니다! 프로젝트 마감 : 1월 27일 (크게 많지 않아서 이 기간이면 적당하도 생각합니다) 일단 프로젝트 경험이 있는 분 이였습니다!1:1 개인 프로젝트여서 팀 프로젝트 해 본 경험이 있는 분 선호합니다! docker와 JWT, github을 이용하여 프로젝트를 진행 할 예정입니다!docker를 이용해서 백엔드와 프로젝트 진행했던 분이면 좋을 것같습니다!취준생위주로 모집예정입니다!잘 몰라도 공부하면서 진행할 예정입니다! 백엔드인 전 Spring boot를 이요할 예정입니다.!프론트엔드분은 react 사용하시는 분이면 되겠습니다 https://open.kakao.com/o/sAOeBMXf"
168,"안녕하세요!새해에 첫 시작을 스터디 모임을 통해서 시작하는 것은 어떠실까요? 🙂 전번에 했던 <자바 챌린지 스터디>, <배포 챌린지 스터디>, <리액트 스터디>를 잘 마무리하고이번에 새로 업그레이드해서 AI 관련 스터디를 시작합니다! 다음 파이썬 AI 스터디 모임을 모집하고자 합니다!과거 스터디를 하면서 스터디원들의 평가와 후기 👀그리고어떤방식 등으로 진행했는지는 카페를 개설해 이력을 남기고 있으니 거기서 한번 확인해보셔도 좋을 것 같습니다.https://cafe.naver.com/platformerwebdev제 스터디들의 큰 줄기는 ""이론 -> 실습"" 입니다.스터디의 취지는 이 과정을 처음부터 끝까지 하 경험을 만들고자 함! 입니다.과거 스터디를 하면서 스터디원들의 평가와 후기 👀그리고어떤방식 등으로 진행했는지는 카페를 개설해 이력을 남기고 있으니 거기서 한번 확인해보셔도 좋을 것 같습니다.1차(2시간): 파이썬 환경설정, 기초 문법 익히기2차(3시간): 파이썬 셀레니엄, 웹크롤링 자동화 프로그램 (네이버 인기검색어/주식 엑셀, 구글 이미지 다운로드) 만들기3차(미정): open ai API 연동, 챗봇 만들기기간: 딱 하루! 01/07시간: 일요일, 1차 : 2시~4시(2시간), 2차 : 5:00 ~ 8:00(3시간)장소: 강남역 스터디룸모집인원 : 오프라인 최대 5명 모집비용: 1기 스터디 참여비용은 무료!스터디룸 비용만 대주시면 됩니다! (Notion 페이지 참조✅)관련 디테일한 내용은 Notion 페이지를 참고해주세요!https://rain-tank-b79.notion.site/AI-fed35602db3a49ac961abe617e9d99f7?pvs=4온라인 or 오프라인 모두 스터디 참가 가능합니다!참여하고 싶은 분들은 간단한 자기소개와 함께 오픈카톡방에 문의 주시기 바랍니다 :) 감사합니다!https://open.kakao.com/o/srwBVM0f"
169,"안녕하세요!새해에 첫 시작을 스터디 모임을 통해서 시작하는 것은 어떠실까요? 🙂 전번에 했던 <자바 챌린지 스터디>, <배포 챌린지 스터디>, <리액트 스터디>를 잘 마무리하고이번에 새로 업그레이드해서 새해 첫 스터디를 시작합니다! 다음 AWS&배포 프로젝트 스터디 모임을 모집하고자 합니다!​과거 스터디를 하면서 스터디원들의 평가와 후기 👀그리고어떤방식 등으로 진행했는지는 카페를 개설해 이력을 남기고 있으니 거기서 한번 확인해보셔도 좋을 것 같습니다.https://cafe.naver.com/platformerwebdev제 스터디들의 큰 줄기는 ""이론 -> 실습"" 입니다.​스터디의 취지는 이 과정을 처음부터 끝까지 하여 배포 공부에 자신감을 가질 수 있 경험을 만들고자 함! 입니다.​과거 스터디를 하면서 스터디원들의 평가와 후기 👀그리고어떤방식 등으로 진행했는지는 카페를 개설해 이력을 남기고 있으니 거기서 한번 확인해보셔도 좋을 것 같습니다.​1차: Liunx 명령어 익히기 + jar 파일 쉘 스크립트 파일로 수동/자동 배포2차: github + docker + jenkins → AWS EC2 배포 자동화3차(미정): AWS CodeDeploy or ECS 서비스로 배포 자동화​기간: 딱 하루! 01/06시간: 토요일, 1차 : 2시~4시(2시간), 2차 : 5:00 ~ 8:00(3시간)장소: 강남역 스터디룸모집인원 : 오프라인 최대 5명 모집비용: 스터디 참여비용은 유료, (Notion 페이지 참조✅)관련 디테일한 내용은 Notion 페이지를 참고해주세요!https://rain-tank-b79.notion.site/AWS-9c41f6af52854ee4abd99beca308bbc0?pvs=4​온라인 or 오프라인 모두 스터디 참가 가능합니다!참여하고 싶은 분들은 간단한 자기소개와 함께 오픈카톡방에 문의 주시기 바랍니다 :) 감사합니다!https://open.kakao.com/o/sLGyFjVf"
170,"[개발 스터디 모집 내용 예시]스터디 주제 : 토비의 스프링 1권을 같이 읽고 서로의 생각을 자유롭게 공유하며 공부하실 분을 찾습니다.스터디 목표 토비의 스프링 1권을 읽고 스프링의 핵심 개념(Ioc, DI, PSA, AOP)을 잘 이해해요.(가능하다면) 핵심 개념들을 순수 Java 코드로 만들어보는 실습도 해봐도 좋을 것 같아요.예상 스터디 일정(횟수) : 주 1회예상 커리큘럼 간략히매주 70 ~ 100 페이지 정도의 책을 읽고 온라인으로 공유하는 시간을 가질 예정이예요. 예상 모집인원 : 3명스터디 소개와 개설 이유 : 저는 만 1년차 개발자인데요, 퇴근 이후에 혼자서 꾸준하게 공부하는게 쉽지 않아서 개설했습니다. 부담없고 자유롭게 서로의 생각을 공유하고 모두가 얻어가는 그런 스터디가 됐으면 좋겠어요.스터디 관련 주의사항주 1회(아마도 주말)에 온라인으로 참여가 가능하신 분.3월까지 스터디 활동이 가능하신 분.스프링에 대한 어느정도 배경지식이 있으신 분이면 좋을 것 같아요.스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) : 관심 있으신 분은 아래 오픈채팅방에 편하게 연락주세요 ~ https://open.kakao.com/o/sln2qn1f"
171,"스터디 주제 : 모던 자바스크립트 스터디스터디 목표 : 모던 자바스크립트 완독!예상 스터디 일정(횟수) : 주 2회 (추후 스터디원들의 의견을 수렴해 결정할 예정)예상 커리큘럼 간략히 : 회당 1강 학습 후 발표예상 모집인원 : 3명 (미정)스터디 소개와 개설 이유 : 이번에는 꼭 모던 자바스크립트를 완독해 봅시다!스터디 관련 주의사항 : 자세한 내용은 단톡방에 문의 주세요!스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) : 구글 폼에 문의 남겨주시면 빠른 시일내에 답장드립니다!"
172,"안녕하세요? 골든래빗 출판사 오힘찬입니다.2024년 새해 복 많이 받으시기 바랍니다 :) 골든래빗의 코딩 스터디 프로그램 ⟪묘공단⟫의 1월 단장 모집이 열렸다는 소식을 안고 왔습니다.스터디를 운영하고 싶으신 분은 참고해주세요!👉 단장 신청하기: https://bit.ly/41L8boA 묘공단은 높은 완독률을 위해 스터디 개설부터 단원 모집, 스터디 마무리와 혜택 지급까지 지원하는 프로그램으로 작년 8월부터 현재 108명이 참여, 13개 스터디가 종료/운영 중이며, 약 80%의 높은 완독 달성율을 기록하고 있습니다. 진로에 고민 중인 많은 대학생, 취준생, 직장인 개발자들과 함께 공부하고, 성장할 수 있는 스터디를 운영해보고 싶은 분이라면 묘공단의 새로운 단장으로 신청해주세요! 새해 다짐으로 가득한 1월, 공부 의지를 북돋는 프로그램이 될 수 있길 바랍니다. 묘공단은 아래 골든래빗 도서 중 단장이 선정하여 진행하며, 새로운 도서를 계속 추가할 예정이니 많은 관심 부탁드립니다! 자세한 내용은 아래 '단장 신청하기' 또는 '묘공단 가이드' 링크를 참고해주세요! 👉 단장 신청하기: https://bit.ly/41L8boA👉 묘공단 가이드: https://www.myogong.com/guide👉 묘공단 대시보드: https://www.myogong.com ・[되기] 파이썬 코딩 테스트 합격자 되기(파이썬 편)・[되기] 스프링 부트 3 백엔드 개발자 되기(자바 편)・[되기] Node.js 백엔드 개발자 되기・[Must Have] 코드팩토리의 플러터 프로그래밍・[Must Have] 텐초의 파이토치 딥러닝 특강・[Must Have] 데싸노트의 실전에서 통하는 머신러닝・[Must Have] 코로나보드로 배우는 실전 웹 서비스 개발・[Must Have] 머신러닝·딥러닝 문제해결 전략・[Must Have] Joyce의 안드로이드 앱 프로그래밍 with 코틀린・[Must Have] 나성호의 R 데이터 분석 입문・[Must Have] 박미정의 깃&깃허브 입문・[Must Have] Tucker의 Go 언어 프로그래밍・[Must Have] 이재환의 자바 프로그래밍 입문・[Must Have] 비전공자를 위한 첫 코딩 챌린지 with HTML&CSS"
173,"[개발 스터디 모집 내용 예시]스터디 주제 : CS 스터디스터디 목표 : 1~2달간 꾸준히 강의를 수강하고 정리하자예상 스터디 일정(횟수) : 매일 or 평일예상 커리큘럼 간략히 : 정해진 분량을 공부하고 인증하기예상 모집인원 : 2 / 5 (3명)스터디 소개와 개설 이유 : CS 지식의 정석 강의를 수강하고 정리한 내용을 인증스터디 관련 주의사항 : 교안 내용을 공유할 수도 있어서 강의 구매하셔야 합니다!스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) :https://open.kakao.com/o/gRg1Ow1f오픈채팅 들어오시면 구매인증 부탁드립니다!📌스터디원 모집 중입니다!(1월 21일까지 모집예정입니다.)📌"
174,"안녕하세요! 저는 전공자이고, 이제 취업 준비를 시작하고 있는데 막막하기도 하고 잘 모르는 부분이 많아서 같이 스터디하면 좋을 거 같아 스터디 하실 분들 모집합니다! 이번주 주말까지 모집 희망합니당!!! 스터디 주제 : 앱 및 웹 개발 프로젝트 / 취업 준비스터디 목표 : 프로젝트 완성 및 자소서 작성, 면접 준비, 코딩테스트 등의 개발자 취업준비예상 스터디 일정(횟수) : 매주 토요일 4시, 종로 스터디룸에서 진행예상 커리큘럼 간략히 : 프로젝트 진행하고 친해지면서 취업준비도 같이 할 수 있었으면 좋겠습니당!예상 모집인원 : 4-5명스터디 소개와 개설 이유 : 취업준비가 처음이고 막막해서 같이 프로젝트하면서 취업 준비 하실 분들 모집해요!스터디 관련 주의사항 : 함께 끝까지 참여해주실 분 찾고 있어용. 대학교 졸업하시고 취업준비생이셨으면 좋겠습니다! 서울에서 대면 활동을 할 거기 때문에 서울에 거주하셨으면 좋겠어요!!스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) https://open.kakao.com/o/sGr5MDEf"
175,"매주 월요일 마다 일주일 간 자신의 목표 공부시간 을 설정하고 공부하실 때 하이퍼랩스(타임랩스)촬영을 하시면서 공부해주시면 되는 간단한 스터디 입니다1.보증금 10000원과 벌금 제도가 있습니다 목표 공부시간이 많을 수록 목표 공부시간에 10분 미달될때마다 징수되는 벌금이 낮아지고 목표 완수 후 벌금 분배시 많은 비율의 벌금을 분배받게 됩니다 벌금은 보증금에서 차감됩니다2.하이퍼랩스(타임랩스) 촬영시 공부를 하고 있는 게 보여야 되고(Pc화면 60%이상,책 공부 시 책이랑 손 등등) 그리고 오늘 날짜, 스톱워치 같은 걸로 시간을 보여주셔야 합니다(날짜는 공부시작시에 살짝만 보여주셔도 상관없습니다)3.탈퇴는 언제든 가능합니다만 남은 날짜의 공부시간 을 0시간으로 처리합니다 공부주간의 마지막에 탈퇴하시는걸 추천드립니다4.최소 공부시간은 없습니다 그날 일정에 따라,한 주 를 쉬고 싶다 하시면 0시간,휴식 등등 공부주간의 첫 날까지 말씀해주시면 되며 벌금과 벌금 분배 에서 제외됩니다 (휴식 동안 공부를 하시고 영상을 올리셔도 됩니다 단 잔여시간이 절반만 적용됩니다) 결심을 강제성을 이용해 이루게 하는 스터디 입니다5.사담,잡담은 거의 없습니다6.목표 공부시간 을 초과한 공부시간은 잔여시간 제도를 통해 사용됩니다,공부주간의 중간에도 참여는 가능합니다한 분 초대 더 받습니다 지금 저 포함 여섯 분 계시며 앞으로도 인원을 5~7명,매우 많으면 8명까지 정도로 유지할까 합니다문의방입니다 문의,참여의향 있으실경우 오픈채팅 방문해주시면 감사하겠습니다!https://open.kakao.com/o/gWbC0tCf"
176,"모집 인원 : 4명기간 : 1~2월 2달진행 방식 : 온라인(디스코드 + 노션)요약:- 매일(평일) 정한 부분을 읽고 질문 만들어 올리기 (챕터 유동적으로 설정)- 1주를 기준으로 일주일 내 자신의 질문 포함 팀원이 올린 질문에 대한 답을 올려야함- 보증금 3만원 (하루 빠질 때마다 or 질문에 대한 답을 올리지 않을 시 1000원 차감)- 1~2월 방학/취준 기간동안 완독하기! 링크: https://open.kakao.com/o/s57pii1f스터디 진행 방식정한 챕터를 읽고, 노션에 자신의 질문을 올리면 됩니다 (최소 2개)평일에는 매일 하는 것을 목표로 합니다 (시간은 상의 후 결정할 예정인데, 대략 오전 11시~12시 or 오후 8시~9시정도 생각하고 있습니다)1주를 기준으로 질문에 대한 답을 올립니다 저는 책을 이미 쫌 읽었습니다처음 읽으시는 분들도 참여 가능합니다!팀원들과 협의 후 시작 챕터를 설정하겠습니다하루 한 챕터를 기준으로 하지만 내용이 적거나, 난이도에 따라 유동적으로 챕터를 조정 할 예정입니다 긴급한 일이 아닌 이상 매일 참석 해야 합니다 (적어도 2~3시간 전에는 알려야함)현재 두 가지 방법을 고민 중입니다링크로 신청하면서 참여한다면 어떤 방법으로 하고 싶은신지 알려주세요~!1. 같이 읽는 시간을 가진다2. 시간을 정해두고 해당 시간까지 질문을 올리는 것을 기준으로 한다 보증금 없거나/적게 진행한 스터디에 탈주+잠수가 많아서 중도 하차 하셔도 보증금 환불 안됩니다 😥스터디가 끝나는 날에 차감해서 돌려드립니다 서로에게 도움이 될 수록 오히려 이득인 건 본인입니다!읽고, 스스로 질문을 만들고, 답하면서 열심히 해봐요 😀질문 사항 있으시면 편하게 문의주세요~2024년 새해 복 많이 받으세요~"
